iter	Passed	Remaining
444	861	1073
445	863	1072
446	865	1070
447	866	1068
448	868	1065
449	869	1063
450	871	1060
451	873	1058
452	874	1056
453	876	1053
454	877	1051
455	879	1049
456	881	1047
457	883	1045
458	886	1044
459	888	1042
460	890	1041
461	892	1039
462	896	1039
463	898	1037
464	900	1035
465	901	1033
466	903	1031
467	905	1028
468	906	1026
469	908	1024
470	909	1021
471	912	1020
472	913	1017
473	914	1015
474	916	1012
475	917	1010
476	918	1007
477	920	1004
478	921	1002
479	922	999
480	924	997
481	925	994
482	926	992
483	928	989
484	929	986
485	930	984
486	932	981
487	933	979
488	934	976
489	936	974
490	937	971
491	938	969
492	940	966
493	941	964
494	942	961
495	944	959
496	945	956
497	946	954
498	948	951
499	949	949
500	950	947
501	952	944
502	953	942
503	954	939
504	956	937
505	957	934
506	958	932
507	960	929
508	961	927
509	962	925
510	964	922
511	965	920
512	966	917
513	968	915
514	969	913
515	970	910
516	972	908
517	973	905
518	974	903
519	976	901
520	977	898
521	978	896
522	980	894
523	981	891
524	982	889
525	984	886
526	985	884
527	986	882
528	988	879
529	989	877
530	990	875
531	992	872
532	993	870
533	994	868
534	996	865
535	997	863
536	998	861
537	1000	858
538	1001	856
539	1002	854
540	1004	851
541	1005	849
542	1007	847
543	1008	845
544	1010	843
545	1011	840
546	1012	838
547	1014	836
548	1015	834
549	1016	831
550	1018	829
551	1019	827
552	1020	825
553	1022	822
554	1023	820
555	1024	818
556	1026	816
557	1027	814
558	1029	811
559	1030	809
560	1031	807
561	1033	805
562	1034	802
563	1035	800
564	1037	798
565	1038	796
566	1039	794
567	1041	791
568	1042	789
569	1043	787
570	1044	785
571	1046	782
572	1047	780
573	1048	778
574	1050	776
575	1051	774
576	1053	771
577	1054	769
578	1055	767
579	1056	765
580	1058	763
581	1059	760
582	1060	758
583	1062	756
584	1063	754
585	1064	752
586	1066	750
587	1067	747
588	1068	745
589	1070	743
590	1071	741
591	1072	739
592	1074	737
593	1075	735
594	1076	732
595	1078	730
596	1079	728
597	1080	726
598	1082	724
599	1083	722
600	1084	720
601	1086	718
602	1087	716
603	1089	714
604	1090	712
605	1092	710
606	1093	707
607	1094	705
608	1096	703
609	1097	701
610	1098	699
611	1100	697
612	1101	695
613	1102	693
614	1103	691
615	1105	689
616	1106	686
617	1108	684
618	1109	682
619	1110	680
620	1112	678
621	1113	676
622	1114	674
623	1116	672
624	1117	670
625	1118	668
626	1119	666
627	1121	664
628	1123	662
629	1124	660
630	1126	658
631	1127	656
632	1128	654
633	1130	652
634	1131	650
635	1132	648
636	1134	646
637	1135	644
638	1136	642
639	1138	640
640	1139	638
641	1141	636
642	1142	634
643	1143	632
644	1145	630
645	1146	628
646	1147	626
647	1149	624
648	1150	622
649	1151	620
650	1153	618
651	1154	616
652	1155	614
653	1157	612
654	1158	610
655	1159	608
656	1161	606
657	1162	604
658	1163	602
659	1165	600
660	1166	598
661	1167	596
662	1169	594
663	1170	592
664	1171	590
665	1173	588
666	1174	586
667	1175	584
668	1177	582
669	1178	580
670	1179	578
671	1181	576
672	1182	574
673	1184	572
674	1185	570
675	1186	568
676	1188	566
677	1189	565
678	1191	563
679	1192	561
680	1193	559
681	1195	557
682	1196	555
683	1197	553
684	1199	551
685	1200	549
686	1201	547
687	1203	545
688	1204	543
689	1205	541
690	1207	539
691	1208	537
692	1210	536
693	1211	534
694	1212	532
695	1213	530
696	1215	528
697	1216	526
698	1217	524
699	1219	522
700	1220	520
701	1221	518
702	1223	516
703	1224	514
704	1225	512
705	1226	510
706	1227	508
707	1229	507
708	1230	505
709	1232	503
710	1233	501
711	1234	499
712	1236	497
713	1237	495
714	1238	493
715	1240	491
716	1241	490
717	1242	488
718	1244	486
719	1245	484
720	1247	482
721	1249	480
722	1250	479
723	1251	477
724	1253	475
725	1254	473
726	1255	471
727	1257	469
728	1258	467
729	1259	465
730	1261	464
731	1262	462
732	1264	460
733	1265	458
734	1266	456
735	1268	454
736	1269	452
737	1270	451
738	1272	449
739	1273	447
740	1274	445
741	1276	443
742	1277	441
743	1278	440
744	1280	438
745	1281	436
746	1282	434
747	1284	432
748	1285	430
749	1286	428
750	1288	427
751	1289	425
752	1291	423
753	1292	421
754	1293	419
755	1295	418
756	1296	416
757	1298	414
758	1299	412
759	1300	410
760	1302	408
761	1303	407
762	1304	405
763	1306	403
764	1307	401
765	1308	399
766	1310	398
767	1311	396
768	1312	394
769	1314	392
770	1315	390
771	1316	388
772	1318	387
773	1319	385
774	1320	383
775	1322	381
776	1323	379
777	1324	378
778	1326	376
779	1327	374
780	1328	372
781	1330	370
782	1331	369
783	1332	367
784	1334	365
785	1335	363
786	1337	361
787	1338	360
788	1339	358
789	1340	356
790	1342	354
791	1343	352
792	1344	351
793	1346	349
794	1347	347
795	1348	345
796	1350	343
797	1351	342
798	1353	340
799	1354	338
800	1355	336
801	1357	335
802	1358	333
803	1359	331
804	1361	329
805	1362	327
806	1364	326
807	1365	324
808	1366	322
809	1368	320
810	1369	319
811	1370	317
812	1371	315
813	1373	313
814	1374	312
815	1376	310
816	1377	308
817	1378	306
818	1380	305
819	1381	303
820	1382	301
821	1384	299
822	1385	298
823	1387	296
824	1388	294
825	1389	292
826	1391	291
827	1392	289
828	1393	287
829	1395	285
830	1397	284
831	1398	282
832	1400	280
833	1401	278
834	1402	277
835	1404	275
836	1405	273
837	1406	271
838	1408	270
839	1409	268
840	1410	266
841	1412	265
842	1413	263
843	1414	261
844	1416	259
845	1417	258
846	1418	256
847	1420	254
848	1421	252
849	1422	251
850	1424	249
851	1425	247
852	1426	245
853	1428	244
854	1429	242
855	1430	240
856	1431	238
857	1433	237
858	1434	235
859	1435	233
860	1437	232
861	1438	230
862	1439	228
863	1441	226
864	1442	225
865	1443	223
866	1444	221
867	1446	219
868	1447	218
869	1448	216
870	1450	214
871	1451	213
872	1452	211
873	1454	209
874	1455	207
875	1456	206
876	1458	204
877	1459	202
878	1460	201
879	1462	199
880	1463	197
881	1464	195
882	1465	194
883	1467	192
884	1468	190
885	1470	189
886	1471	187
887	1472	185
888	1474	184
889	1475	182
890	1476	180
891	1478	178
892	1479	177
893	1480	175
894	1482	173
895	1483	172
896	1485	170
897	1487	168
898	1488	167
899	1489	165
900	1491	163
901	1492	162
902	1493	160
903	1495	158
904	1496	157
905	1498	155
906	1499	153
907	1500	152
908	1502	150
909	1503	148
910	1504	147
911	1505	145
912	1507	143
913	1508	141
914	1509	140
915	1511	138
916	1512	136
917	1514	135
918	1515	133
919	1516	131
920	1517	130
921	1519	128
922	1520	126
923	1521	125
924	1523	123
925	1524	121
926	1525	120
927	1527	118
928	1528	116
929	1529	115
930	1531	113
931	1532	111
932	1533	110
933	1535	108
934	1536	106
935	1537	105
936	1538	103
937	1540	101
938	1541	100
939	1542	98
940	1543	96
941	1545	95
942	1546	93
943	1547	91
944	1549	90
945	1550	88
946	1551	86
947	1553	85
948	1554	83
949	1555	81
950	1556	80
951	1558	78
952	1559	76
953	1561	75
954	1562	73
955	1563	71
956	1565	70
957	1566	68
958	1567	67
959	1569	65
960	1570	63
961	1571	62
962	1572	60
963	1574	58
964	1575	57
965	1576	55
966	1578	53
967	1579	52
968	1580	50
969	1582	48
970	1583	47
971	1584	45
972	1585	44
973	1587	42
974	1588	40
975	1589	39
976	1591	37
977	1592	35
978	1593	34
979	1595	32
980	1596	30
981	1597	29
982	1598	27
983	1600	26
984	1601	24
985	1602	22
986	1604	21
987	1605	19
988	1606	17
989	1608	16
990	1609	14
991	1610	12
992	1612	11
993	1613	9
994	1615	8
995	1616	6
996	1617	4
997	1619	3
998	1620	1
999	1621	0
